NumID,PostID,Text,URL,Likes,Hugs,Metoos,sentiment,sentiment_tag,polarity,polarity_tag,concept_text,concept_type
1010,292861,As a SAHM you'd think my house would sparkle. It doesn't. I'm so tired and stress that when I try to clean I get overwhelmed I give up before I start.,http://scarymommy.com/confessions/292861/,7,18,70,-0.53,N,0.09,AGREEMENT, SAHM home, Facility
1011,292858,"My STBX confessed today that he has taken videos of us during intimate moments without my knowledge and that he gets off using them without my knowledge because it feels like he's ""raping me."" WTF. I married a psycho",http://scarymommy.com/confessions/292858/,1,85,1,0.05,NEU,0.7,DISAGREEMENT, science video job violation, Academic MusicalProduct Vocation Offence
1012,292857,Dh always feels bad that he only lasts a few minutes but we always fool around for 20 min or so beforehand. And since I'm on anti dep I don't cum so I have lots of fun just fooling around.,http://scarymommy.com/confessions/292857/,19,2,6,-0.35,N,0.6,DISAGREEMENT, Dh,
1013,292856,"Ive been blowing off friends, playgroups,phone calls, etc just so I can watch the Jodi Arias case..",http://scarymommy.com/confessions/292856/,15,5,14,Not found,Not found,Not found,Not found, Jodi Arias friend call case, FullName Person Event
1014,292855,I need to find a way to get rid of my step kids (brats). I seriously hate them and feel sorry for my daughter for having to be around them!,http://scarymommy.com/confessions/292855/,1,13,9,-0.6,N,0,AGREEMENT, kid sorry, Person Person
1015,292848,My son isn't really sick. I just needed a break from the rat race & wanted to stay home and snuggle,http://scarymommy.com/confessions/292848/,45,4,3,0.2,NEU,0.6,DISAGREEMENT, son race rat home, Person Mammal Facility
1016,292845,I had a dream that I was out on a date and my dead dad walked in and said remember me? I was like where the hell you been? I was so fucking sad when I woke up and realized it was a dream. I miss him so much,http://scarymommy.com/confessions/292845/,0,56,6,-0.75,N+,0.1,AGREEMENT, dream father, Person
1017,292831,New mommyhood makes me feel so lonely/ insecure/ friendless. I feel like an outcast in comparison to the neighborhood moms. I know anonymity is what makes Scary Mommy- but I seriously wish I knew y'all!,http://scarymommy.com/confessions/292831/,6,42,23,-0.4,N,0,AGREEMENT, Scary Mommy simile neighborhood mother, GeoPoliticalEntity Person
1018,292829,My brain does not work like a normal brain. My ex-husband's emotional abuse has ruined me for the rest of my life!,http://scarymommy.com/confessions/292829/,0,46,20,Not found,Not found,Not found,Not found,,
1019,292828,"ds3 pushed my last button. just want to hit him till he's stupid, knock him to the ground stand over him & scream myself out in hopes it will make him behave. i need to get out of this house even for 1 hour",http://scarymommy.com/confessions/292828/,2,35,5,-0.6,N,0,AGREEMENT, button exhibitor hope home, Accessory Accessory Numex Facility
1020,292827,I don't sleep with my dh anymore because he is a cheater and he's up to 3 girlfriends at last count. I snoop. They all think they are the only one. Hope they are all sharing his STDS.,http://scarymommy.com/confessions/292827/,13,21,3,0.6,P,0,AGREEMENT, STDS count hope share, PositionTitle Numex
1021,292824,Going with hubby today for paternity test. Takes two weeks to get results. I'm trying so hard to be supportive but I have no one to talk to and I'm dying a little more inside every day. Praying its not his,http://scarymommy.com/confessions/292824/,0,59,4,0,NEU,0.6,DISAGREEMENT, day supportive result, Period
1022,292818,I think I am having pregnancy symptoms; but I want a baby so badly I'm scared it is all in my head and I'm over analyzing every little thing.,http://scarymommy.com/confessions/292818/,2,42,15,-0.6,N,0,AGREEMENT, baby pregnancy head, Person Person
1023,292815,Just signed divorce papers! Fu#k yeah.. enjoy your new 21 year old gf you miserable Bastard.. cant wait till she leaves your ass and you crumble the way i did..,http://scarymommy.com/confessions/292815/,64,46,2,-0.6,N,0,AGREEMENT, #k Fu bastard ass poster, Hashtag Person Person Document
1024,292814,My husband wants me to stop getting out and exploring my sexuality while he works on him. First time I have ever wanted to use the open relationship and he doesn't want me to.,http://scarymommy.com/confessions/292814/,3,21,1,Not found,Not found,Not found,Not found,,
1025,292813,"Just got a call from DS's daycare. Was super relieved that he just got bit by another kid, and that it wasn't a call that he was sick and I had to leave work to pick him up!",http://scarymommy.com/confessions/292813/,21,17,3,0.6,P,0,AGREEMENT, DS bit call kid work, Organization Numex Person CulturalProduct
1026,292812,"Im tired. Asked DH if he could take a half day today or tomoro to help with baby. He said no, mtgs all day both days. Hmph. He thinks his brother is coming over to hang out with him tomoro night after work. I. Doubt. It. Now.",http://scarymommy.com/confessions/292812/,26,5,1,0,NEU,0.6,DISAGREEMENT, day average baby brother work, Period Numex Person Person CulturalProduct
1027,292811,"My husband this morning: ""Those jeans make your butt look hot! You know what else makes your butt look hot? NO jeans!"" lol Love him!!",http://scarymommy.com/confessions/292811/,167,5,3,-0.6,N,0,AGREEMENT, jeans husband butt, Clothes Person Accessory
1028,292810,My exh was a meth cook i said i didnt know but i did and i also was his tester for his finished product....he retired when he got arrested- I quit that day also - nobody ever knew....,http://scarymommy.com/confessions/292810/,7,44,1,-0.6,N,0,AGREEMENT, finished product cook arrest day, Period
1029,292808,I went back to the gym yesterday I obviously have not used my leg muscles for anything but sitting and standing - OMG i walked the treadmill for 1 mile and I can barely walk today! I am going to lose these pesky extra lbs!,http://scarymommy.com/confessions/292808/,43,7,6,-0.7,N+,0.1,AGREEMENT, extra leg mile, Vocation PhysicalExtent
1030,292807,I cheated on my H last night with a guy I work with. I feel guilty but so pleased.,http://scarymommy.com/confessions/292807/,16,18,5,0.1,NEU,0.7,DISAGREEMENT, guy, Person
1031,292805,A few months ago I gave blood& got a letter telling me some bad news. Went for my 16wk ob appt & NO HEP C!!! I'm so happy I wana scream it to the world but I didn't tell a soul. Not even my DH.,http://scarymommy.com/confessions/292805/,20,16,0,0.6,P,0,AGREEMENT, DH letter blood world soul, Composition Planet Person
1032,292804,"I absolutely hate when dh uses the phrase ""get some tail"" when he refers to sex. I don't know why but it completely turns me off and makes me want to stab him.",http://scarymommy.com/confessions/292804/,32,8,17,-0.6,N,0,AGREEMENT, sentence tail, BodyPart
1033,292803,"DH leaves at 430am to workout b4 work, 3days/week, still goes to work by 7 works till 5. Tue/Wed has class for MBA gets home after 830pm. SAHM w/2dd under 3, live in country so fucking lonely no friends. He doesn't get it.",http://scarymommy.com/confessions/292803/,1,67,15,-0.7,N+,0.1,AGREEMENT, country work Tuesday Wednesday class Master of Business Administration home, NaturalReserve CulturalProduct Day Day Academic Facility
1034,292802,I would rather have cancer than get pregnant again. Seriously.,http://scarymommy.com/confessions/292802/,1,15,25,-0.6,N,0,AGREEMENT, pregnant cancer, Person Disease
1035,292801,I bite the inside of my cheeks when I'm frustrated with my daughter. It's only noon and my cheeks are already raw today.,http://scarymommy.com/confessions/292801/,0,18,8,Not found,Not found,Not found,Not found,,
1036,292800,Just had to walk out of a toddler tunes playgroup because my DD2 threw a tantrum. There were about 50 people there. I was the only mom who looked stressed. I hate every other mom right now who has it all together.,http://scarymommy.com/confessions/292800/,3,53,24,Not found,Not found,Not found,Not found,,
1037,292798,H called me a babbling drunk last night. I'm mad because he is right.,http://scarymommy.com/confessions/292798/,1,27,4,Not found,Not found,Not found,Not found, call drunk, Person
1038,292797,"I am really happy being single and could quite possibly stay this way forever, but I feel bad for my daughter and not having a male role model, so I think about getting married or being in a relationship purely for her.",http://scarymommy.com/confessions/292797/,2,17,8,0,NEU,0.8,DISAGREEMENT, model, Vocation
1039,292796,H told me last night he didnt love me but loved his ex.nice.dd5mo.,http://scarymommy.com/confessions/292796/,0,64,2,-0.8,N+,0,AGREEMENT,,
1040,292794,"I'm so naive. Obviously if my bf is willing to cheat on his wife with me, he is probably fucking around with other people too.",http://scarymommy.com/confessions/292794/,57,17,14,-0.7,N+,0.1,AGREEMENT, husband people, Person Person
1041,292792,I put new makeup on top of old makeup to save time.,http://scarymommy.com/confessions/292792/,13,6,35,0.6,P,0,AGREEMENT,,
1042,292790,"How do I tell my new bf that I was molested when I was 5-6 and had a miscarriage last year? I'm having trouble accepting it, how can I expect him to?? That's not fair and I feel guilty for what I went through.",http://scarymommy.com/confessions/292790/,1,39,0,Not found,Not found,Not found,Not found,,
1043,292788,My breastfeeding boobs are the most glorious boobs to ever boob. Too bad they hurt all the fucking time.,http://scarymommy.com/confessions/292788/,47,14,15,Not found,Not found,Not found,Not found,,
1044,292787,I have been masterbating to orgasm since I was 9.,http://scarymommy.com/confessions/292787/,12,8,74,Not found,Not found,Not found,Not found, orgasm, Process
1045,292783,I'm so sad inside. I wish I could feel like the old me.,http://scarymommy.com/confessions/292783/,1,25,34,-0.6,N,0,AGREEMENT,,
1046,292781,I would be a better mom if i had any time to myself to relax. Df & parents make me feel quilty asking for a sitter since i'm a SAHM. Last alone time i had was a doc appt. in oct. Love ds2 to death but man i need a BREAK,http://scarymommy.com/confessions/292781/,0,26,23,0.1,NEU,0.7,DISAGREEMENT, Love ds2 SAHM mother man .doc death, Product Person Person
1047,292779,Dear Charmin Ultra Soft. Your toilet paper is TOO soft. It makes it look like it snowed on my pussy. Now my husband thinks i have pussy dandruff and dont wipe properly.,http://scarymommy.com/confessions/292779/,90,8,16,-0.3,N,0.6,DISAGREEMENT, husband toilet, Person Facility
1048,292778,"Took dd6 to school in what I wore to bed, it is 11am now & I don't plan of changing any time soon.",http://scarymommy.com/confessions/292778/,37,2,31,Not found,Not found,Not found,Not found,,
1049,292776,"Have a lot of pain medication leftover from surgeries, I really want to say goodbye to my sweet babies & take it all in hopes I can OD & stop being a problem to everyone.",http://scarymommy.com/confessions/292776/,2,152,5,Not found,Not found,Not found,Not found,,
1050,292774,"Ds is watching Dora & I thought she said let's hump like bunnies, I heard that wrong. I am so not getting any ass, I hear shit!",http://scarymommy.com/confessions/292774/,25,10,0,Not found,Not found,Not found,Not found,,
1051,292772,"I have taken a bottle of sleeping pills this morning. My life looks perfect, my husband loves me. I just want to die",http://scarymommy.com/confessions/292772/,3,155,1,0.1,NEU,0.7,DISAGREEMENT, husband bottle pill, Person Accessory Drug
1052,292768,I fell off the weight loss wagon hard this last week 3 Takeout dinners breakfast out every morning and lunch a fast food places I've probably gained the 5 pounds I lost back To scared to get on my scale time to get back on,http://scarymommy.com/confessions/292768/,0,13,13,-0.6,N,0,AGREEMENT, weight wagon dinner breakfast lunch food place pound sterling loss scale, Event Food Food Food Location Currency Accessory
1053,292767,There is some minor attraction between me & the co-worker. I wish he would just either admit it or simply kiss me & stop beating around the bush..,http://scarymommy.com/confessions/292767/,9,6,4,0.6,P,0,AGREEMENT, worker attraction halting beating shrub, Vocation Show Period Flora
1054,292766,i am addicted to The Walking Dead tv series,http://scarymommy.com/confessions/292766/,19,0,46,Not found,Not found,Not found,Not found, Walking Dead,
1055,292764,"Know my h is having multiple affairs...want to leave soo bad, but afraid he will get joint custody..kids f*cking hate him...how the hell did I marry such a douchebag!",http://scarymommy.com/confessions/292764/,1,45,4,-0.68,N+,0.1,AGREEMENT, soo kid joint custody, Person Accessory
1056,292760,My boyfriend proposed last night! I can't imagine spending my life with anyone else.....he is my supernova. I am on cloud 9!,http://scarymommy.com/confessions/292760/,141,20,2,Not found,Not found,Not found,Not found,,
1057,292759,I had another miscarriage :( This makes #4. I'm mad at the doctor but I'm 99.9 percent sure he couldn't have done anything to prevent it. I am looking for someone to blame.,http://scarymommy.com/confessions/292759/,1,134,4,-0.6,N,0,AGREEMENT, #4 abortion doctor, Hashtag Disease Title
1058,292758,"Some times i wish my bf would stop following his ""dream"" and get a real job!",http://scarymommy.com/confessions/292758/,14,21,20,1,P+,0,AGREEMENT, dream job, Vocation
1059,292751,"I haven't shaved legs in dunno how long, hardly ever shower, brush teeth or hair...or wash hands after poop... Mine or ds5m... I officially declare myself a modern day cave woman!",http://scarymommy.com/confessions/292751/,12,17,22,0,NEU,0.6,DISAGREEMENT, tooth brush day cave woman leg, BodyPart Accessory Period LandForm Person
1060,292745,"When I actually stop to play with Ds4, he stops me and says, give him a second, cartoons are on. Go figure",http://scarymommy.com/confessions/292745/,17,6,5,Not found,Not found,Not found,Not found, Ds4 second, Period
1061,292744,I think I watch too much porn. Last night I watched the movie taboo. I found it fascinating.,http://scarymommy.com/confessions/292744/,13,1,4,0.1,NEU,0.7,DISAGREEMENT,,
1062,292741,"Sitting on the floor, trying to play with Ds4, drinking coffee, and reading SM. I wish i could get more into playing with toys with Ds, he probably wouldn't drive me crazy as much if I spent more time with him.",http://scarymommy.com/confessions/292741/,7,10,31,Not found,Not found,Not found,Not found,,
1063,292739,I'm trying really hard to hide my depression. H thinks his guilt trips and threats snapped me out of it. i have not forgotten the way he treated me when i was crying out for help. I will never fully trust him.,http://scarymommy.com/confessions/292739/,5,84,32,Not found,Not found,Not found,Not found,,
1064,292738,All I want in this whole world is to know what love feels like.,http://scarymommy.com/confessions/292738/,3,43,30,0.8,P+,0,AGREEMENT, world, Planet
1065,292734,"Dreamed I found a notebook of my deceased dad's. In caps, underlined, on one page, it said ""TALK TO LISA."" I feel like he's trying to contact me, but I am afraid to open up or even admit I believe in that kind of thing.",http://scarymommy.com/confessions/292734/,31,67,1,-0.6,N,0,AGREEMENT, Lisa kind dream notebook deceased father cap page, FirstName Class Book Person Person Accessory Printing
1066,292732,I am home with my sick ds4. I adore him but I would give anything to be at work!!,http://scarymommy.com/confessions/292732/,4,17,2,0,NEU,0.6,DISAGREEMENT, home work, Facility CulturalProduct
1067,292731,"I'm afraid to go on a vacation with just my husband because I fear it will just make it all the more clear that we have nothing in common, nothing more to say to each other and that our marriage is a big failure",http://scarymommy.com/confessions/292731/,3,41,33,0,NEU,0.71,DISAGREEMENT, husband wedding failure, Person Occasion Person
1068,292730,"I'm addicted to the Jodi Arias case, I can't move when it's on!",http://scarymommy.com/confessions/292730/,12,3,27,Not found,Not found,Not found,Not found, Jodi Arias case, FullName Event
1069,292727,"As I was picking my nose, it dawned on me: I hadn't washed my hands after changing dd's poop diaper....",http://scarymommy.com/confessions/292727/,24,10,6,Not found,Not found,Not found,Not found,,
1070,292724,"Sometimes I forget that my ds4 is 4, and treat him as if he were older. Then get mad when he actually acts like a 4yr old..mommy fail :(",http://scarymommy.com/confessions/292724/,0,20,44,Not found,Not found,Not found,Not found,,
1071,292723,"I don't know who the father of my baby girl is.I had a short,but very sweet affair with my BIL,in that time I got preg, (still had sex with my H).Which ever way,at least I kept it in the family :)",http://scarymommy.com/confessions/292723/,14,28,3,0.7,P+,0.1,AGREEMENT, BIL short family father baby, Person Organization Person Person
1072,292722,"My mother is on the sex offenders registry. She never abused me, she made it up as part of her mental illness. No one asked me the truth because she ""confessed"". It was all lies.",http://scarymommy.com/confessions/292722/,1,80,1,-0.37,N,0.56,DISAGREEMENT, sex recording mother offender, Person Person
1073,292715,I hate my sons father!! There I said it!!,http://scarymommy.com/confessions/292715/,6,14,28,-0.6,N,0,AGREEMENT, son father, Person Person
1074,292709,"I see moms walking & I am so jealous, wish dh would be considerate about me & give an hour to have my alone time but that would be too much for u selfish bastard!",http://scarymommy.com/confessions/292709/,7,30,27,-0.6,N,0,AGREEMENT, mother bastard, Person Person
1075,292708,Husband just got into a rehab and should b in by next week! Hope this is a new start for our family! Want the great father and husband he is back so bad,http://scarymommy.com/confessions/292708/,33,29,0,0,NEU,0.8,DISAGREEMENT, father husband hope start family, Person Person Numex Process Organization
1076,292706,Whoo-hoo I have lost 26lbs since 12/8/12 ....from 366 to 340.....yeah I am still a fat ass but I am so proud of myself....no one else seems to notice...:-(,http://scarymommy.com/confessions/292706/,225,121,7,Not found,Not found,Not found,Not found,,
1077,292705,"I'm pretty sure I gave myself food poising, 2 days in a row. Good thing the kids didn't like the chick soup I made :(",http://scarymommy.com/confessions/292705/,2,14,1,Not found,Not found,Not found,Not found,,
1078,292704,"When I was 19 I was in a relationship with a man who I found out was married & had 2 kids. I kicked him to the curb, but I still feel guilty all these yrs l8r. Wish I could tell his wife Im sorry",http://scarymommy.com/confessions/292704/,17,30,8,-0.6,N,0,AGREEMENT, man kid husband sorry, Person Person Person Person
1079,292701,Stuck living with someone who doesn't love me but has no options to leave. FML,http://scarymommy.com/confessions/292701/,1,15,18,-0.8,N+,0,AGREEMENT,,
1080,292699,I hate to be stared at so badly that my bff asked me to be in her wedding I tried I really did but I bailed on her now we barely talk I miss her but h is happy says the only friend I need is him,http://scarymommy.com/confessions/292699/,0,22,4,0,NEU,0.6,DISAGREEMENT, wedding friend, Occasion Person
1081,292698,I got my wedding band stuck on my finger & I have never been more happy to take that shit off. I don't ever want to feel like I was owned by someone. It was torture!!!!,http://scarymommy.com/confessions/292698/,6,3,4,0,NEU,0.8,DISAGREEMENT, finger wedding band torture, BodyPart Occasion Organization Offence
1082,292697,"I was sick so often during this first trimester that when my kids play pretend, they make their dollies and legos throwup.",http://scarymommy.com/confessions/292697/,45,18,5,-0.6,N,0,AGREEMENT, kid, Person
1083,292695,I like to sniff my own underware,http://scarymommy.com/confessions/292695/,6,2,29,Not found,Not found,Not found,Not found,,
1084,292691,I used to tell people I was pregnant when I wasn't just because I got tired of hearing them talk about how I haven't been I even said I had abortions just to shock them they stopped gossiping about my vagina so :),http://scarymommy.com/confessions/292691/,7,9,0,0.6,P,0,AGREEMENT, pregnant people abortion, Person Person Disease
1085,292689,"I am about to leave for a ""romantic"" vacation with my husband. Chances are that I'll want to kill him at the end of it.",http://scarymommy.com/confessions/292689/,27,10,6,0.1,NEU,0.7,DISAGREEMENT, husband chance, Person OtherEntity
1086,292686,"I'm afraid DH doesn't want me anymore. We have problems during sex. I'm young, pretty and not fat but there's not so much u can do about your body after having 2 kids - like my muffin top and saggy boobs. so sad.",http://scarymommy.com/confessions/292686/,3,32,12,-0.6,N,0,AGREEMENT, DH sex boob fat body kid top, BodyPart Person LandForm
1087,292685,"I love my H like u love an old sweater, comfy and complacent, not willing to throw it away. But I love my EA like a fat kid loves cake, just cant get enough, with a voracious appetite for more",http://scarymommy.com/confessions/292685/,15,10,14,0.73,P+,0.09,AGREEMENT, Basque Solidarity love fat kid sweet, PoliticalParty Person Person CookedPlate
1088,292682,"DD has been bullied by this girl for YEARS. We've tried ignoring it, talking to the mother, school..I've had enough. Told DD if the kid bothers here again, she has permission to knock the fuck out of her! Enough is enough.",http://scarymommy.com/confessions/292682/,117,13,6,-0.7,N+,0.1,AGREEMENT, DD kid authorization mother, PoliticalParty Person Person
1089,292679,I hate turning on the news. This world is such an ugly place. I feel guilty for bringing children into it and I wish we could go live in a bubble somewhere where I could always protect them.,http://scarymommy.com/confessions/292679/,30,20,145,Not found,Not found,Not found,Not found,,
1090,292677,I used to be a huge slut. I don't even know how many people I've slept with. It grosses me out to think about it now and DH (who I'm faithful to) doesn't know how bad I was.,http://scarymommy.com/confessions/292677/,0,13,27,-0.15,NEU,0.9,DISAGREEMENT, DH faithful people, Person Person
1091,292675,"A priest molested my cousin back in the 70's, I would love to see him get a settlement. He will NEVER be okay.",http://scarymommy.com/confessions/292675/,3,52,0,0.05,NEU,0.7,DISAGREEMENT, priest settlement, Vocation Money
1092,292673,"Oh shit! Just came to the realization I've forgotten to start my birth control and ovulation predictors say fertility started today. Hope they're wrong, I don't want another December baby!",http://scarymommy.com/confessions/292673/,1,8,2,-0.7,N+,0.1,AGREEMENT, hope baby birth control fertility, Numex Person
1093,292671,"So far this morning I have walked into a wall, forgot to put the mug under the coffee maker (what a waste), put my DHs shaving cream in my hair instead of shampoo, and stabbed myself with mascara. I blame daylight savings.",http://scarymommy.com/confessions/292671/,32,23,6,-0.5,N,0.1,AGREEMENT, Department of Homeland Security coffee saving cream, Government Beverage Color
1094,292670,I gave up a job change that I desperately need and I diamond ring for him and a new truck......I'm ready for something to go my way. Or I may just lose it.,http://scarymommy.com/confessions/292670/,0,5,0,-0.25,N,0.6,DISAGREEMENT, job change lorry diamond ring, Vehicle Mineral SportsFacility
1095,292665,"When my kids were being bad at Christmas time, I told them if they didn't behave, that I was going to touch their 'elf' from elf on a shelf, and that would take it's magic away.",http://scarymommy.com/confessions/292665/,30,3,4,Not found,Not found,Not found,Not found,,
1096,292664,"I'm 40 and my mom still gets me an Easter basket full of chocolate, and I love it! Thank you Easter Bunny!",http://scarymommy.com/confessions/292664/,70,4,22,0.8,P+,0,AGREEMENT, Bunny chocolate mother basketball, FirstName CookedPlate Person Sports
1097,292663,I only shave my legs up to my knees.,http://scarymommy.com/confessions/292663/,12,0,109,Not found,Not found,Not found,Not found, leg,
1098,292662,"I told my DS4 to stop grabbing my boob. He said ""Mommy, you got long boobs"", how sad is that? Needless to say, he won't be taking anymore showers with mommy.",http://scarymommy.com/confessions/292662/,23,10,2,-0.6,N,0,AGREEMENT, boob shower, BodyPart NaturalPhenomena
1099,292661,I would have no problem voting for the death penalty for Jodi Arias.,http://scarymommy.com/confessions/292661/,2,0,10,0.6,P,0,AGREEMENT, Jodi Arias voting death, FullName
1100,292659,I bought a candy bar at the store and hid it in my purse for later when the kids are sleeping. I don't want to share!,http://scarymommy.com/confessions/292659/,43,1,18,0.6,P,0,AGREEMENT, canteen candy store wallet kid, Facility CookedPlate Facility Accessory Person
1101,292656,"Saw pics of DH exgf's on FB. I feel good tonight. Those biotches did not age well and look like ugly crap. Ahhhh, big smile.",http://scarymommy.com/confessions/292656/,14,0,4,Not found,Not found,Not found,Not found,,
1102,292654,"My kids pretty much hang out in their diapers/pull up while we are home. I only dress them if we're going somewhere. I mean they are slobbery, snotty, food messy toddlers. My logic is it saves the amount of laundry I do.",http://scarymommy.com/confessions/292654/,40,3,25,Not found,Not found,Not found,Not found,,
1103,292653,I have no idea if I brushed my teeth today.,http://scarymommy.com/confessions/292653/,8,4,9,-0.6,N,0,AGREEMENT, tooth, BodyPart
1104,292651,So over being ignored & listening to him snore & him cheating & him lying & him treating me like SHIT & & & & &... Me and my son DESERVE BETTER!!!,http://scarymommy.com/confessions/292651/,4,16,4,0.07,NEU,0.78,DISAGREEMENT, son, Person
1105,292650,"Just read some crap on xh FB referring to me and dds as trash in his past. I am beyond pissed. Thanks for the push I have been needing to take your ass to court and remove your rights, xh. Been a long time coming.",http://scarymommy.com/confessions/292650/,16,13,1,-0.53,N,0.64,DISAGREEMENT, Facebook ass right advent, SoftwareCompany Person Address Event
1106,292649,I used to passionately makeout with my stuffed animals as a preteen.,http://scarymommy.com/confessions/292649/,15,3,25,Not found,Not found,Not found,Not found, animal, Person
1107,292648,I hate my life..I feel like a useless piece of sh$t!,http://scarymommy.com/confessions/292648/,0,9,7,-0.6,N,0,AGREEMENT,,
1108,292647,I hate my husband most of the time! My children are grown but I still have to take care and babysit him....he's useless and I want me time sometime before I die! Ffs!,http://scarymommy.com/confessions/292647/,2,12,2,Not found,Not found,Not found,Not found,,
1109,292646,"I like a man who can Financially support his family, smells good, breath is minty, and knows what i need without me uttering a single word. Too bad my h isn't that man!",http://scarymommy.com/confessions/292646/,13,14,34,Not found,Not found,Not found,Not found,,
1110,292644,"Stupid zillow commercial makes me cry, the one with kids graduate here bubble, etc. Our home was foreclosed upon and now we're in an apt. Feel like such a loser :(",http://scarymommy.com/confessions/292644/,0,18,5,-0.6,N,0,AGREEMENT, advertisement kid home loser, Broadcast Person Facility Person
1111,292643,I am a stuck at home mom. Husband leaves with our only vehicle everyday. I feel trapped in a box!!,http://scarymommy.com/confessions/292643/,0,15,11,Not found,Not found,Not found,Not found, home mother husband vehicle box, Facility Person Person Vehicle
1112,292642,"I pretend that I'm sad when they don't get along, but secretly I'm giddy when h is angry at mil. Bitch deserves every horrible word he throws at her!",http://scarymommy.com/confessions/292642/,19,7,20,-0.75,N+,0.17,AGREEMENT,,
1113,292641,DH has been having an affair for over a year now. They think I don't have a clue but really I just don't care enough & won't break up my family. Plus the whore isn't getting any of the good life I've built the past 10yrs,http://scarymommy.com/confessions/292641/,41,56,2,-0.8,N+,0.16,AGREEMENT, whore family, Person Organization
1114,292640,I find it much easier to not eat at all than I do to limit my diet. I really shouldn't be as fat as I am...,http://scarymommy.com/confessions/292640/,5,12,36,0.6,P,0,AGREEMENT, diet fat, Money Person
1115,292639,"Removed my 2 piercings in my hoohah in preparation for baby coming soon! Guess it's official, I'm a mommy now, not a wild girl! 7 years I had those little barbells. I will miss them!",http://scarymommy.com/confessions/292639/,46,11,10,Not found,Not found,Not found,Not found,,
1116,292638,My h works all day everyday and we don't have shit to show for it. Im jealous of his freedom and pissed i don't have two nickles to rub together!,http://scarymommy.com/confessions/292638/,4,26,28,0.4,P,0.8,DISAGREEMENT, day freedom, Period
1117,292637,Found out that my husband is STILL sneaking and abusing prescription pills behind my back. I just can't continue to live this way but I'm a SAHM with 5 kids. Where do I even start? It's been going on for 6 years now. :(,http://scarymommy.com/confessions/292637/,2,65,9,-0.7,N+,0.1,AGREEMENT, SAHM husband pill kid, Person Drug Person
1118,292636,"Hate my body, yet I keep eating crappy food.",http://scarymommy.com/confessions/292636/,4,18,150,-0.8,N+,0.2,AGREEMENT, body food, Food
1119,292634,"I don't want to have sex with you DH, so what makes you think I want to stick your dick in my mouth? Makes me want to puke!",http://scarymommy.com/confessions/292634/,19,22,40,Not found,Not found,Not found,Not found, DH mouth, BodyPart
1120,292633,my fwb has strep throat. hes taking meds. hes coming over early in the morning before work. he told me we cant kiss. idc if I get sick..I want him. lol,http://scarymommy.com/confessions/292633/,8,9,0,0,NEU,0.6,DISAGREEMENT, work throat, CulturalProduct BodyPart
